Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南昌,----,19:20,00:00,-
2,瑞昌,20:48,20:54,01:28,145
3,阳新,21:33,21:35,02:07,206
4,黄石,22:00,22:02,02:32,250
5,鄂州,22:17,22:19,02:47,277
6,武昌,23:17,23:42,03:45,781
7,信阳,02:06,02:09,06:09,532
8,驻马店,03:00,03:03,07:00,685
9,漯河,03:45,03:49,07:42,1177
10,许昌,04:23,04:25,08:16,805
11,郑州,05:15,05:32,09:06,1317
12,安阳,07:19,07:23,10:53,1504
13,邯郸,07:57,08:01,11:27,1138
14,邢台,08:29,08:39,11:55,1616
15,石家庄,09:42,09:48,12:58,1725
16,定州,10:30,10:37,13:40,1309
17,保定,11:14,11:18,14:17,1860
18,涿州,12:08,12:10,15:07,1399
19,北京西,13:05,13:05,16:02,1463
