Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌鲁木齐,19:28,19:28,00:00,-
2,吐鲁番,21:23,21:29,01:55,150
3,鄯善,22:51,22:57,03:17,298
4,哈密,01:17,01:32,05:37,535
5,柳园,04:48,04:56,08:53,882
6,嘉峪关,07:37,07:44,11:34,1179
7,酒泉,08:03,08:08,11:53,1201
8,张掖,09:55,10:01,13:40,1402
9,金昌,11:38,11:42,15:17,1572
10,武威,12:27,12:33,16:02,1646
11,兰州,15:37,15:52,19:06,1754
12,定西,17:08,17:10,20:22,1872
13,陇西,18:02,18:07,21:14,1956
14,甘谷,18:56,18:59,22:03,2234
15,天水,20:18,20:26,23:22,2102
16,宝鸡,22:59,23:17,25:55,2257
17,西安,00:56,01:06,27:34,2430
18,西峡,05:29,05:35,31:57,2964
19,内乡,06:42,06:46,33:04,3007
20,镇平,07:12,07:17,33:30,3041
21,南阳,07:53,09:14,34:06,-
22,襄阳,11:03,11:33,35:55,3201
23,荆门,13:03,13:06,37:25,3325
24,松滋,15:09,15:21,39:28,3476
25,石门县北,16:26,16:32,40:33,3554
26,张家界,18:55,19:11,42:56,3672
27,吉首,20:53,21:01,44:38,3797
28,怀化,22:35,22:55,46:12,3900
29,柳州,06:33,06:58,53:50,-
30,南宁,10:56,10:56,57:48,4617
