Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,合肥,----,17:00,00:00,-
2,固始,19:01,19:04,02:01,177
3,商城,19:23,19:26,02:20,199
4,潢川,19:52,19:55,02:46,240
5,息县,20:26,20:29,03:17,271
6,罗山,20:50,20:53,03:38,298
7,信阳,21:25,21:37,04:10,344
8,渭南西,05:45,05:48,12:18,-
9,西安,06:55,07:09,13:25,1155
10,咸阳,07:26,07:29,13:42,-
11,杨陵,08:03,08:21,14:16,-
12,宝鸡,09:27,09:49,15:22,1328
13,天水,11:24,11:30,16:57,1483
14,陇西,12:52,12:55,18:19,1473
15,定西,13:49,13:53,19:13,1557
16,兰州,15:21,15:40,20:41,1831
17,海石湾,17:01,17:05,22:02,1781
18,乐都,17:29,17:33,22:26,1830
19,平安驿,17:52,17:56,22:45,1860
20,西宁,18:30,18:30,23:19,1891
