Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,三亚,----,13:25,00:00,-
2,凤凰机场,13:34,13:35,00:09,1515
3,乐东,13:56,13:57,00:30,329
4,黄流,14:06,14:07,00:39,334
5,尖峰,14:15,14:16,00:47,1837
6,东方,14:36,14:38,01:07,344
7,棋子湾,14:52,14:53,01:21,1822
8,白马井,15:15,15:16,01:43,1817
9,临高南,15:38,15:40,02:05,364
10,福山镇,15:49,15:50,02:14,369
11,老城镇,16:01,16:02,02:25,1465
12,海口东,16:26,16:31,02:49,688
13,美兰,16:41,16:43,02:59,702
14,琼海,17:12,17:13,03:28,803
15,万宁,17:30,17:31,03:45,857
16,陵水,17:48,17:49,04:02,906
17,三 亚,18:13,18:13,04:26,1174
