Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州,14:05,14:05,00:00,-
2,陇西,16:10,16:16,02:05,202
3,甘谷,17:12,17:16,03:01,281
4,天水,18:26,18:36,04:11,348
5,宝鸡,21:12,21:32,06:47,503
6,咸阳,23:10,23:12,08:25,653
7,西安,23:35,23:45,08:48,676
8,洛阳,04:26,04:30,13:29,1032
9,郑州,06:01,06:08,15:00,1156
10,徐州,09:14,09:22,18:06,1536
11,蚌埠,11:01,11:05,19:45,1700
12,南京,13:05,13:11,21:45,1884
13,常州,14:34,14:37,23:08,2020
14,无锡,15:04,15:08,23:35,2059
15,苏州,15:37,15:40,24:04,2101
16,昆山,16:06,16:09,24:30,2105
17,嘉兴,17:28,17:31,25:49,2248
18,海宁,17:51,17:54,26:09,2276
19,杭州,18:54,18:54,27:09,2120
