Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,10:55,00:00,-
2,道滘,10:59,11:01,00:04,-
3,西平西,11:07,11:08,00:10,-
4,东城南,11:11,11:13,00:13,-
5,寮步,11:18,11:20,00:18,-
6,松山湖北,11:24,11:26,00:22,-
7,大朗镇,11:30,11:31,00:26,-
8,常平南,11:36,11:37,00:31,-
9,常平东,11:41,11:43,00:35,-
10,樟木头东,11:48,11:49,00:40,-
11,银瓶,11:52,11:54,00:43,-
12,沥林北,11:59,12:01,00:48,-
13,仲恺,12:07,12:09,00:54,-
14,惠环,12:13,12:14,00:58,-
15,龙丰,12:18,12:20,01:02,-
16,西湖东,12:23,12:24,01:05,-
17,云山,12:28,12:29,01:09,-
18,小金口,12:36,12:36,01:16,-
