Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海南,----,16:55,00:00,-
2,嘉兴,17:37,17:40,00:42,80
3,海宁,18:01,18:04,01:03,108
4,杭州东,18:44,18:50,01:43,167
5,义乌,19:59,20:02,02:52,312
6,金华,20:38,20:44,03:28,360
7,衢州,21:49,21:53,04:33,446
8,玉山,22:47,22:51,05:27,527
9,上饶,23:12,23:16,05:48,481
10,鹰潭,00:17,00:30,06:49,597
11,吉安,03:45,03:49,10:04,911
12,茶陵南,06:18,06:26,12:33,1114
13,衡阳,07:53,08:03,14:00,1183
14,祁东,08:53,09:09,14:50,1295
15,祁阳,09:28,09:34,15:09,1324
16,永州,10:03,10:12,15:38,1329
17,桂林北,11:58,12:16,17:24,1556
18,柳州,14:18,14:27,19:26,1720
19,南宁,18:04,18:26,23:03,2044
20,百色,21:15,21:24,25:52,2030
21,田林,22:22,22:31,26:50,2035
22,兴义,01:23,01:28,29:42,2220
23,威舍,02:31,02:43,30:45,2256
24,罗平,03:46,03:52,31:48,2329
25,师宗,04:28,04:37,32:24,2375
26,昆明,08:15,08:15,36:02,2586
