Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,11:55,00:00,-
2,道滘,11:58,12:00,00:03,-
3,西平西,12:06,12:07,00:09,-
4,东城南,12:10,12:12,00:12,-
5,寮步,12:17,12:19,00:17,-
6,松山湖北,12:23,12:25,00:21,-
7,大朗镇,12:29,12:30,00:25,-
8,常平南,12:35,12:36,00:30,-
9,常平东,12:40,12:42,00:34,-
10,樟木头东,12:47,12:48,00:39,-
11,银瓶,12:51,12:53,00:42,-
12,沥林北,12:58,13:00,00:47,-
13,仲恺,13:06,13:08,00:53,-
14,惠环,13:12,13:13,00:57,-
15,龙丰,13:17,13:19,01:01,-
16,西湖东,13:22,13:23,01:04,-
17,云山,13:27,13:29,01:08,-
18,小金口,13:36,13:36,01:15,-
