Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,喀什,----,23:35,00:00,-
2,阿图什,00:03,00:06,00:28,36
3,阿克苏,05:32,05:43,05:54,463
4,新和,07:31,07:33,07:42,665
5,库车,07:57,08:01,08:06,705
6,库尔勒,10:47,11:02,10:52,715
7,焉耆,11:35,11:38,11:25,771
8,吐鲁番,13:54,13:59,13:41,1049
9,鄯善,15:13,15:17,14:55,1469
10,哈密,17:35,18:04,17:13,1732
11,柳园,20:49,21:01,19:58,2053
12,玉门,23:05,23:07,22:02,2218
13,嘉峪关,00:27,00:35,23:22,2350
14,酒泉,00:54,00:59,23:41,2372
15,清水,01:32,01:34,24:14,2436
16,张掖,02:51,02:59,25:31,2573
17,山丹,03:27,03:32,25:59,2626
18,金昌,04:50,04:56,27:17,2743
19,武威,05:41,05:47,28:02,2817
20,兰州,09:00,09:20,31:15,3120
21,定西,10:36,10:40,32:31,3238
22,陇西,11:32,11:37,33:23,3322
23,甘谷,12:26,12:31,34:12,3401
24,天水,13:41,13:50,35:22,3468
25,宝鸡,16:22,16:28,37:54,3623
26,虢镇,16:44,16:46,38:10,3643
27,蔡家坡,17:00,17:02,38:24,3666
28,杨陵,17:28,17:30,38:50,-
29,咸阳,18:06,18:09,39:26,3773
30,西安,18:32,18:32,39:49,3796
