Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,济南,17:35,17:35,00:00,-
2,泰山,18:21,18:24,00:46,73
3,兖州,19:16,19:19,01:38,156
4,滕州,19:53,19:55,02:12,217
5,枣庄西,20:14,20:16,02:31,251
6,徐州,21:13,21:21,03:28,319
7,宿州,22:08,22:11,04:15,393
8,蚌埠,23:10,23:16,05:14,483
9,南京,01:15,01:21,07:13,667
10,镇江,01:57,02:00,07:49,731
11,常州,02:39,02:43,08:28,-
12,无锡,03:08,03:12,08:53,842
13,苏州,03:43,03:48,09:24,884
14,上海南,05:50,06:17,11:26,982
15,嘉兴,07:03,07:06,12:12,1062
16,海宁,07:28,07:31,12:34,1090
17,杭州东,08:18,08:24,13:21,1149
18,绍兴,09:05,09:08,14:02,1206
19,上虞,09:31,09:34,14:25,1234
20,余姚,10:03,10:06,14:54,1266
21,宁波,11:12,11:12,16:00,1314
