Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都南,----,09:22,00:00,-
2,彭山,10:05,10:09,00:43,-
3,眉山,10:22,10:26,00:56,-
4,峨眉,11:11,11:14,01:41,-
5,燕岗,11:20,11:26,01:47,-
6,峨边,12:30,12:34,02:51,-
7,汉源,13:18,13:21,03:35,-
8,甘洛,14:14,14:17,04:28,-
9,越西,15:05,15:08,05:16,-
10,普雄,15:48,15:54,05:56,-
11,喜德,17:26,17:36,07:28,-
12,冕宁,18:00,18:11,07:52,-
13,西昌,18:48,18:55,08:29,-
14,西昌南,19:04,19:14,08:38,-
15,德昌,19:56,20:00,09:20,-
16,米易,21:00,21:04,10:20,-
17,桐子林,21:36,21:39,10:52,-
18,攀枝花,22:01,22:01,11:14,-
