Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,06:00,00:00,-
2,云山,06:05,06:07,00:05,5
3,西湖东,06:10,06:12,00:08,10
4,龙丰,06:15,06:16,00:11,15
5,惠环,06:20,06:22,00:15,20
6,仲恺,06:26,06:27,00:19,25
7,沥林北,06:34,06:36,00:26,30
8,银瓶,06:41,06:42,00:31,35
9,樟木头东,06:46,06:47,00:35,40
10,常平东,06:52,06:54,00:40,45
11,常平南,06:58,06:59,00:44,57
12,大朗镇,07:03,07:05,00:48,63
13,松山湖北,07:09,07:10,00:52,69
14,寮步,07:15,07:16,00:57,75
15,东城南,07:22,07:23,01:03,84
16,西平西,07:26,07:28,01:06,87
17,道滘,07:34,07:36,01:12,97
18,东莞西,07:40,07:40,01:16,-
