Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,15:31,15:31,00:00,-
2,金州,15:57,16:04,00:26,33
3,普兰店,16:34,16:37,00:56,78
4,瓦房店,16:56,17:00,01:15,105
5,熊岳城,17:47,17:50,02:02,179
6,大石桥,18:31,18:37,02:43,240
7,盘锦,19:38,19:51,03:44,312
8,沟帮子,20:20,20:23,04:13,380
9,锦州,21:10,21:18,05:00,630
10,葫芦岛,21:49,21:51,05:31,680
11,绥中,22:31,22:33,06:11,749
12,山海关,23:18,23:24,06:56,814
13,唐山,01:24,01:27,08:56,806
14,天津,02:52,03:01,10:21,890
15,保定,05:30,05:36,12:50,1066
16,定州,06:11,06:14,13:25,1193
17,石家庄,07:01,07:09,14:12,1345
18,邢台,08:03,08:06,15:06,1445
19,邯郸,08:41,08:47,15:41,-
20,安阳,09:28,09:32,16:22,1596
21,新乡,10:28,10:31,17:18,1684
22,郑州,11:23,11:44,18:10,1795
23,漯河,13:02,13:05,19:28,1939
24,驻马店,13:41,13:44,20:04,2005
25,信阳,14:39,14:42,20:59,2101
26,广水,15:31,15:34,21:48,2166
27,孝感,16:21,16:24,22:35,2245
28,武昌,17:19,17:28,23:30,2335
29,咸宁,18:15,18:18,24:17,2415
30,赤壁,18:42,18:45,24:41,2453
31,岳阳,19:45,19:48,25:41,2550
32,长沙,21:07,21:13,27:00,2697
33,株洲,21:49,21:55,27:36,2749
34,衡阳,23:18,23:24,28:59,2883
35,郴州,01:02,01:08,30:37,3030
36,韶关东,02:44,02:52,32:13,3183
37,广州,05:18,05:18,34:39,3256
