Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,----,10:58,00:00,-
2,黎塘,12:28,12:33,01:30,120
3,贵港,13:15,13:20,02:12,346
4,玉林,14:25,14:45,03:17,263
5,容县,15:21,15:24,03:53,315
6,岑溪,15:53,15:58,04:22,362
7,梧州,16:48,16:54,05:12,338
8,贺州,18:20,18:28,06:38,473
9,江华,19:35,19:40,07:45,569
10,江永,19:58,20:03,08:03,591
11,道州,20:18,20:24,08:18,613
12,零陵,21:56,22:04,09:50,699
13,永州,22:26,22:46,10:12,514
14,祁阳,23:06,23:09,10:32,1199
15,衡阳,00:13,00:33,11:36,965
16,株洲,01:58,02:18,13:01,912
17,鹰潭,06:27,06:33,17:10,1246
18,衢州,08:40,08:43,19:17,1473
19,金华,09:34,09:40,20:08,-
20,义乌,10:11,10:14,20:39,1607
21,诸暨,10:37,10:46,21:02,1659
22,杭州东,11:35,11:41,21:51,2380
23,海宁,12:14,12:17,22:24,2439
24,嘉兴,12:33,12:36,22:40,2467
25,上海南,13:27,13:27,23:31,2547
