Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,----,17:52,00:00,-
2,余姚,18:31,18:34,00:39,48
3,上虞,18:59,19:02,01:04,80
4,绍兴,19:26,19:29,01:28,108
5,杭州东,20:19,20:25,02:18,155
6,海宁,20:58,21:01,02:51,224
7,嘉兴,21:19,21:22,03:09,252
8,上海南,22:19,22:40,04:06,332
9,昆山,23:35,23:38,05:01,395
10,苏州,23:59,00:02,05:22,430
11,无锡,00:28,00:32,05:48,440
12,常州,00:59,01:03,06:15,479
13,南京,02:24,02:32,07:36,647
14,徐州,06:16,06:30,11:20,995
15,滕州,07:33,07:37,12:23,1097
16,兖州,08:16,08:19,13:02,1158
17,泰山,09:15,09:19,13:58,1241
18,济南,10:14,10:14,14:53,1314
