Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,长春,21:28,21:28,00:00,-
2,四平,22:32,22:34,01:04,115
3,沈阳北,00:12,00:19,02:42,310
4,山海关,04:00,04:06,06:23,717
5,秦皇岛,04:30,04:33,06:47,714
6,滦县,05:27,06:00,07:41,824
7,唐山,06:46,06:48,08:27,953
8,天津,08:00,08:24,09:39,999
9,霸州,09:50,10:04,11:05,1076
10,徐水,10:47,10:49,11:48,1149
11,保定,11:05,11:11,12:04,1173
12,石家庄,12:30,12:36,13:23,1244
13,邯郸,14:04,14:08,14:51,1469
14,新乡,15:50,15:52,16:33,1636
15,郑州,16:42,17:04,17:23,1716
16,驻马店,18:55,18:59,19:14,1922
17,信阳,19:54,20:13,20:09,2018
18,孝感,21:46,21:49,21:42,2162
19,武昌,22:56,23:23,22:49,2252
20,岳阳,01:24,01:27,24:50,2467
21,长沙,02:48,02:54,26:11,2614
22,衡阳,04:47,04:55,28:04,2989
23,郴州,06:33,06:38,29:42,2947
24,广州,10:40,10:40,33:44,3321
