Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,22:05,00:00,-
2,道滘,22:08,22:10,00:03,-
3,西平西,22:16,22:17,00:09,-
4,东城南,22:20,22:22,00:12,-
5,寮步,22:27,22:29,00:17,-
6,松山湖北,22:33,22:35,00:21,-
7,大朗镇,22:39,22:40,00:25,-
8,常平南,22:45,22:46,00:30,-
9,常平东,22:50,22:52,00:34,-
10,樟木头东,22:57,22:58,00:39,-
11,银瓶,23:01,23:03,00:42,-
12,沥林北,23:08,23:10,00:47,-
13,仲恺,23:16,23:18,00:53,-
14,惠环,23:22,23:23,00:57,-
15,龙丰,23:27,23:29,01:01,-
16,西湖东,23:32,23:33,01:04,-
17,云山,23:37,23:38,01:08,-
18,小金口,23:45,23:45,01:15,-
