Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,12:00,00:00,-
2,云山,12:05,12:07,00:05,5
3,西湖东,12:10,12:12,00:08,10
4,龙丰,12:15,12:16,00:11,15
5,惠环,12:20,12:22,00:15,20
6,仲恺,12:26,12:27,00:19,25
7,沥林北,12:34,12:36,00:26,30
8,银瓶,12:41,12:42,00:31,35
9,樟木头东,12:46,12:47,00:35,40
10,常平东,12:52,12:54,00:40,45
11,常平南,12:58,12:59,00:44,57
12,大朗镇,13:03,13:05,00:48,63
13,松山湖北,13:09,13:10,00:52,69
14,寮步,13:15,13:16,00:57,75
15,东城南,13:22,13:23,01:03,84
16,西平西,13:26,13:28,01:06,87
17,道滘,13:34,13:36,01:12,97
18,东莞西,13:40,13:40,01:16,-
