Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,天津,----,12:33,00:00,-
2,霸州,13:56,14:01,01:23,87
3,白沟,14:24,14:26,01:46,25
4,白洋淀,14:38,14:40,01:58,137
5,徐水,14:56,15:02,02:14,102
6,保定,15:19,15:25,02:31,255
7,定州,16:00,16:02,03:06,315
8,石家庄,16:55,17:15,03:59,325
9,高邑,17:41,17:44,04:25,-
10,邢台,18:28,18:32,05:09,382
11,邯郸,19:29,20:04,06:06,434
12,安阳,20:47,20:49,06:49,555
13,新乡,21:43,21:45,07:43,662
14,郑州,22:37,22:46,08:35,875
15,漯河,00:04,00:07,09:53,1061
16,武昌,03:55,04:17,13:41,1226
17,岳阳,06:19,06:22,15:43,1441
18,长沙,07:43,07:49,17:04,1588
19,株洲,08:24,08:31,17:39,1692
20,衡阳,09:51,10:00,18:59,1826
21,郴州,11:38,11:42,20:37,1973
22,韶关东,13:18,13:22,22:13,2126
23,广州,15:46,15:46,24:37,2347
