Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,----,20:00,00:00,-
2,来宾,22:18,22:21,02:18,81
3,柳州,23:13,23:33,03:10,789
4,怀化,06:22,06:38,09:59,397
5,吉首,08:12,08:18,11:33,500
6,张家界,10:04,10:16,13:19,625
7,慈利,11:43,11:48,14:46,1012
8,石门县北,12:29,12:37,15:27,639
9,荆门,15:27,15:30,18:17,1283
10,襄阳,16:57,17:29,19:44,992
11,邓州,18:28,18:30,20:43,1065
12,南阳,19:14,19:54,21:27,-
13,镇平,20:20,20:23,21:53,1152
14,内乡,20:45,20:48,22:15,1186
15,西安,01:31,01:43,26:58,1573
16,宝鸡,03:36,03:57,28:51,1746
17,天水,05:33,05:39,30:27,1901
18,甘谷,06:21,06:23,31:09,1968
19,陇西,07:07,07:11,31:53,2047
20,定西,08:05,08:08,32:47,2131
21,兰州,09:33,09:48,34:12,2249
22,武威,13:00,13:06,37:24,2967
23,金昌,13:43,13:49,38:01,3041
24,张掖,15:30,15:36,39:42,3211
25,酒泉,17:35,17:41,41:41,3412
26,嘉峪关,18:00,18:14,42:00,3434
27,柳园,20:56,21:04,44:42,3731
28,哈密,00:16,00:27,47:54,4052
29,鄯善,03:10,03:16,50:37,4315
30,吐鲁番,04:39,04:45,52:00,4463
31,乌鲁木齐,06:38,06:38,53:53,4617
