Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南昌,12:10,12:10,00:00,-
2,丰城,12:53,12:56,00:43,61
3,樟树,13:11,13:14,00:58,85
4,新余,13:57,14:01,01:41,161
5,宜春,14:33,14:37,02:13,215
6,萍乡,15:17,15:23,02:53,286
7,醴陵,15:56,15:59,03:26,325
8,株洲,16:24,16:31,03:51,367
9,长沙,17:09,17:29,04:29,419
10,岳阳,18:47,18:53,05:47,566
11,咸宁,20:21,20:32,07:15,701
12,武昌,21:21,21:28,08:04,781
13,信阳,23:52,23:55,10:28,532
14,漯河,01:24,01:27,11:57,1177
15,郑州,02:48,03:06,13:18,1317
16,安阳,04:50,04:55,15:02,1504
17,邯郸,05:28,05:32,15:35,1138
18,邢台,06:00,06:04,16:03,1616
19,石家庄,07:35,07:49,17:34,1725
20,保定,09:02,09:08,18:47,1860
21,北京,11:18,11:18,20:57,1409
