Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,15:05,00:00,-
2,云山,15:10,15:13,00:05,5
3,西湖东,15:16,15:18,00:08,10
4,龙丰,15:21,15:22,00:11,15
5,惠环,15:26,15:28,00:15,20
6,仲恺,15:32,15:33,00:19,25
7,沥林北,15:40,15:42,00:26,30
8,银瓶,15:47,15:48,00:31,35
9,樟木头东,15:52,15:53,00:35,40
10,常平东,15:58,16:00,00:40,45
11,常平南,16:04,16:05,00:44,57
12,大朗镇,16:09,16:11,00:48,63
13,松山湖北,16:15,16:16,00:52,69
14,寮步,16:21,16:22,00:57,75
15,东城南,16:28,16:29,01:03,84
16,西平西,16:32,16:34,01:06,87
17,道滘,16:40,16:43,01:12,97
18,东莞西,16:47,16:47,01:16,-
