Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆西,07:03,07:03,00:00,-
2,广安,08:30,08:40,01:27,-
3,达州,09:54,10:08,02:41,-
4,宣汉,10:48,10:50,03:21,-
5,紫阳,12:34,12:36,05:05,-
6,安康,13:13,13:20,05:42,-
7,十堰,16:06,16:13,08:28,-
8,襄阳,18:35,19:00,10:50,-
9,信阳,22:01,22:16,13:51,-
10,潢川,23:29,23:32,15:04,-
11,商城,23:58,00:01,15:30,-
12,合肥,02:13,02:28,17:42,-
13,芜湖,03:56,04:21,19:10,-
14,南京,06:23,06:35,21:12,-
15,常州,08:17,08:33,22:54,-
16,无锡,09:00,09:04,23:21,-
17,苏州,09:33,09:50,23:50,-
18,昆山,10:15,10:15,24:15,-
