Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,牡丹江,16:05,16:05,00:00,-
2,海林,16:26,16:28,00:21,22
3,山市,16:51,16:53,00:44,51
4,横道河子,17:21,17:23,01:12,83
5,亚布力,18:11,18:13,02:00,143
6,苇河,18:29,18:31,02:16,163
7,一面坡,18:57,18:59,02:42,194
8,尚志,19:15,19:18,02:58,214
9,阿城,20:34,20:39,04:14,314
10,哈尔滨,21:28,21:48,05:03,355
11,长春,23:59,00:06,07:14,600
12,沈阳北,02:45,02:55,09:53,878
13,山海关,07:04,07:10,14:02,1255
14,秦皇岛,07:32,07:38,14:24,1346
15,北戴河,07:57,08:00,14:43,1327
16,唐山北,09:14,09:19,15:57,1430
17,北京,11:23,11:23,18:01,1534
