Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,06:10,00:00,-
2,道滘,06:13,06:15,00:03,-
3,西平西,06:21,06:22,00:09,-
4,东城南,06:25,06:27,00:12,-
5,寮步,06:32,06:34,00:17,-
6,松山湖北,06:38,06:40,00:21,-
7,大朗镇,06:44,06:45,00:25,-
8,常平南,06:50,06:51,00:30,-
9,常平东,06:55,06:57,00:34,-
10,樟木头东,07:02,07:03,00:39,-
11,银瓶,07:06,07:08,00:42,-
12,沥林北,07:13,07:15,00:47,-
13,仲恺,07:21,07:23,00:53,-
14,惠环,07:27,07:28,00:57,-
15,龙丰,07:32,07:34,01:01,-
16,西湖东,07:37,07:38,01:04,-
17,云山,07:42,07:43,01:08,-
18,小金口,07:50,07:50,01:15,-
