Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,----,22:00,00:00,-
2,保定,23:20,23:24,01:20,146
3,石家庄,00:43,00:55,02:39,281
4,邯郸,02:21,02:23,04:05,442
5,郑州,04:50,04:56,06:32,689
6,许昌,05:42,05:45,07:18,775
7,漯河,06:20,06:23,07:53,829
8,驻马店,06:59,07:02,08:29,895
9,信阳,07:57,08:00,09:24,991
10,武昌,10:22,10:39,11:46,1225
11,长沙,14:07,14:16,15:14,1587
12,衡阳,16:08,16:26,17:06,1777
13,永州,17:52,18:13,18:32,1913
14,零陵,18:35,18:39,18:54,1939
15,道州,19:34,19:40,19:49,2025
16,江永,19:58,20:05,20:07,2047
17,江华,20:41,20:46,20:43,2069
18,贺州,21:44,21:52,21:41,2165
19,梧州,23:13,23:18,23:02,2300
20,玉林,01:06,01:27,24:50,2479
21,贵港,02:21,02:25,25:44,2568
22,南宁,05:05,05:05,28:24,2638
