Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,郑州,----,20:54,00:00,-
2,巩义,21:48,21:50,00:54,70
3,洛阳,22:28,22:36,01:32,124
4,三门峡,00:10,00:13,03:06,246
5,西安,03:51,04:00,06:44,511
6,宝鸡,05:40,05:48,08:24,684
7,天水,07:27,07:38,10:03,839
8,甘谷,08:20,08:32,10:45,906
9,陇西,09:16,09:21,11:29,985
10,定西,10:15,10:20,12:23,1069
11,兰州,11:48,12:04,13:51,1187
12,武威,15:05,15:11,16:52,1490
13,张掖,17:26,17:32,19:07,1640
14,嘉峪关,19:38,19:47,21:13,1863
15,柳园,22:58,23:08,24:24,2160
16,哈密,03:49,04:00,29:05,2526
17,鄯善北,06:30,06:32,31:35,2856
18,吐鲁番北,07:18,07:20,32:21,2947
19,乌鲁木齐,08:51,08:51,33:52,3131
