Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌鲁木齐,----,18:10,00:00,-
2,吐鲁番北,19:37,19:39,01:27,163
3,哈密,22:53,22:59,04:41,535
4,柳园,01:38,01:46,07:20,882
5,嘉峪关,04:25,04:33,09:59,1179
6,酒泉,04:52,04:56,10:18,1201
7,张掖,06:59,07:05,12:21,1402
8,武威,09:24,09:30,14:40,1646
9,兰州,12:34,12:50,17:44,1754
10,定西,14:06,14:09,19:00,1872
11,天水,16:54,17:00,21:45,2102
12,宝鸡,19:36,19:54,24:21,2257
13,咸阳,21:14,21:17,25:41,2407
14,西安,21:40,21:50,26:04,2430
15,渭南西,22:32,22:36,26:46,-
16,南阳,03:24,03:56,31:34,-
17,信阳,06:32,06:38,34:10,3243
18,广水,07:24,07:27,34:56,3256
19,孝感,08:16,08:21,35:45,3387
20,武昌,09:23,09:50,36:47,3529
21,鄂州,10:45,10:49,37:42,3607
22,黄石,11:04,11:07,37:57,3634
23,南昌西,13:38,13:56,40:28,3891
24,三明北,17:46,17:52,44:18,4243
25,福州,19:47,19:47,46:13,4427
