Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,20:10,00:00,-
2,云山,20:15,20:17,00:05,5
3,西湖东,20:20,20:22,00:08,10
4,龙丰,20:25,20:27,00:11,15
5,惠环,20:31,20:32,00:15,20
6,仲恺,20:36,20:38,00:19,25
7,沥林北,20:45,20:46,00:26,30
8,银瓶,20:51,20:53,00:31,35
9,樟木头东,20:56,20:58,00:34,40
10,常平东,21:03,21:04,00:39,45
11,常平南,21:08,21:10,00:43,57
12,大朗镇,21:14,21:15,00:47,63
13,松山湖北,21:19,21:21,00:51,69
14,寮步,21:25,21:27,00:55,75
15,东城南,21:32,21:34,01:00,84
16,西平西,21:37,21:38,01:03,87
17,道滘,21:45,21:46,01:10,97
18,东莞西,21:50,21:50,01:14,-
