Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,19:55,00:00,-
2,道滘,19:58,20:00,00:03,-
3,西平西,20:06,20:08,00:09,-
4,东城南,20:11,20:12,00:12,-
5,寮步,20:18,20:19,00:18,-
6,松山湖北,20:24,20:25,00:23,-
7,大朗镇,20:29,20:31,00:27,-
8,常平南,20:35,20:37,00:31,-
9,常平东,20:41,20:42,00:35,-
10,樟木头东,20:47,20:49,00:40,-
11,银瓶,20:52,20:53,00:43,-
12,沥林北,20:59,21:00,00:49,-
13,仲恺,21:07,21:08,00:56,-
14,惠环,21:12,21:14,01:00,-
15,龙丰,21:18,21:19,01:04,-
16,西湖东,21:22,21:24,01:07,-
17,云山,21:28,21:29,01:11,-
18,小金口,21:36,21:36,01:18,-
