Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,汉口,14:57,14:57,00:00,-
2,麻城,16:12,16:15,01:15,105
3,新县,16:51,16:54,01:51,165
4,潢川,17:28,17:31,02:25,175
5,淮滨,18:03,18:06,02:57,280
6,阜阳,18:42,18:57,03:33,587
7,商丘南,20:53,20:58,05:29,755
8,菏泽,21:58,22:01,06:29,860
9,聊城,23:17,23:23,07:45,1016
10,衡水,00:53,01:03,09:15,1168
11,天津,03:58,04:09,12:10,1437
12,唐山,05:29,05:32,13:30,1287
13,滦县,06:16,06:19,14:14,1358
14,秦皇岛,07:10,07:25,15:05,1449
15,山海关,07:47,07:53,15:27,1465
16,葫芦岛,09:11,09:14,16:45,1599
17,锦州,09:51,09:59,17:22,1649
18,沟帮子,10:39,10:41,18:02,1713
19,沈阳北,12:28,12:36,19:49,1882
20,铁岭,13:11,13:13,20:24,1949
21,长春,15:22,15:32,22:33,2182
22,德惠,16:14,16:17,23:15,2263
23,陶赖昭,16:41,16:44,23:39,2305
24,扶余,16:58,17:01,23:53,2326
25,双城堡,17:48,17:50,24:40,-
26,哈尔滨,18:27,18:27,25:17,-
