Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,13:42,13:42,00:00,-
2,天津,15:06,15:15,01:24,137
3,唐山,16:29,16:31,02:38,251
4,山海关,18:37,18:43,04:44,222
5,锦州,20:37,20:43,06:38,406
6,通辽,00:40,01:00,10:35,768
7,白城,03:57,04:05,13:32,1231
8,齐齐哈尔,06:39,07:40,16:06,1751
9,富裕,08:50,09:05,17:16,1688
10,青水山,09:25,09:39,17:36,-
11,拉哈,09:53,09:55,17:50,1296
12,讷河,10:21,10:26,18:16,1335
13,九三,11:19,11:23,19:09,1391
14,嫩江,11:57,12:07,19:43,1428
15,大杨树,14:11,14:17,21:47,1520
16,春亭阁,14:26,14:32,21:56,-
17,加格达奇,15:51,15:51,23:15,1616
