Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,13:05,00:00,-
2,云山,13:10,13:12,00:05,5
3,西湖东,13:15,13:17,00:08,10
4,龙丰,13:20,13:21,00:11,15
5,惠环,13:25,13:27,00:15,20
6,仲恺,13:31,13:32,00:19,25
7,沥林北,13:39,13:41,00:26,30
8,银瓶,13:46,13:47,00:31,35
9,樟木头东,13:51,13:52,00:35,40
10,常平东,13:57,13:59,00:40,45
11,常平南,14:03,14:04,00:44,57
12,大朗镇,14:08,14:10,00:48,63
13,松山湖北,14:14,14:15,00:52,69
14,寮步,14:20,14:21,00:57,75
15,东城南,14:27,14:28,01:03,84
16,西平西,14:31,14:33,01:06,87
17,道滘,14:39,14:41,01:12,97
18,东莞西,14:45,14:45,01:16,-
