Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,08:05,00:00,-
2,云山,08:10,08:12,00:05,5
3,西湖东,08:15,08:17,00:08,10
4,龙丰,08:20,08:21,00:11,15
5,惠环,08:25,08:27,00:15,20
6,仲恺,08:31,08:32,00:19,25
7,沥林北,08:39,08:41,00:26,30
8,银瓶,08:46,08:47,00:31,35
9,樟木头东,08:51,08:52,00:35,40
10,常平东,08:57,08:59,00:40,45
11,常平南,09:03,09:04,00:44,57
12,大朗镇,09:08,09:10,00:48,63
13,松山湖北,09:14,09:15,00:52,69
14,寮步,09:20,09:21,00:57,75
15,东城南,09:27,09:28,01:03,84
16,西平西,09:31,09:33,01:06,87
17,道滘,09:39,09:41,01:12,97
18,东莞西,09:45,09:45,01:16,-
