Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,海口东,----,10:07,00:00,-
2,美兰,10:16,10:19,00:09,1554
3,文昌,10:36,10:37,00:26,1503
4,琼海,10:53,10:54,00:42,1453
5,万宁,11:12,11:13,01:00,1399
6,陵水,11:29,11:30,01:16,1350
7,亚龙湾,11:48,11:49,01:34,186
8,三亚,11:57,12:02,01:42,399
9,凤凰机场,12:11,12:12,01:51,394
10,崖州,12:25,12:26,02:04,384
11,乐东,12:38,12:39,02:16,384
12,金月湾,12:58,12:59,02:35,374
13,东方,13:14,13:16,02:50,369
14,棋子湾,13:29,13:30,03:03,648
15,白马井,13:52,13:53,03:25,359
16,银滩,14:06,14:07,03:38,354
17,临高南,14:20,14:22,03:51,349
18,福山镇,14:32,14:33,04:01,633
19,海 口东,15:06,15:06,04:34,1560
