Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,19:10,00:00,-
2,道滘,19:13,19:15,00:03,-
3,西平西,19:21,19:22,00:09,-
4,东城南,19:25,19:27,00:12,-
5,寮步,19:32,19:34,00:17,-
6,松山湖北,19:38,19:40,00:21,-
7,大朗镇,19:44,19:45,00:25,-
8,常平南,19:50,19:51,00:30,-
9,常平东,19:55,19:57,00:34,-
10,樟木头东,20:02,20:03,00:39,-
11,银瓶,20:06,20:08,00:42,-
12,沥林北,20:13,20:15,00:47,-
13,仲恺,20:21,20:23,00:53,-
14,惠环,20:27,20:28,00:57,-
15,龙丰,20:32,20:34,01:01,-
16,西湖东,20:37,20:39,01:04,-
17,云山,20:42,20:44,01:07,-
18,小金口,20:50,20:50,01:13,-
