Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海南,----,17:49,00:00,-
2,松江,18:06,18:09,00:17,26
3,嘉兴,18:38,18:48,00:46,80
4,海宁,19:07,19:10,01:05,108
5,杭州东,19:55,20:01,01:50,167
6,义乌,21:04,21:07,02:53,312
7,金华,21:45,21:51,03:31,360
8,衢州,22:37,22:40,04:17,446
9,上饶,23:48,23:52,05:25,481
10,鹰潭,00:53,01:01,06:26,597
11,吉安,04:05,04:09,09:30,911
12,井冈山,05:32,05:38,10:53,1002
13,茶陵南,06:58,07:01,12:13,1114
14,攸县南,07:16,07:20,12:28,1137
15,衡阳,08:39,08:59,13:47,1183
16,祁东,10:07,10:12,14:55,1295
17,祁阳,10:29,10:35,15:12,1324
18,永州,11:01,11:11,15:38,1329
19,东安东,11:29,11:38,15:56,1386
20,全州南,12:11,12:14,16:29,1447
21,桂林北,13:13,13:25,17:28,1556
22,柳州,15:01,15:15,19:04,1720
23,南宁东,17:52,17:56,21:41,2033
24,南宁,18:10,18:10,21:55,2044
