Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都,----,22:50,00:00,-
2,遂宁,00:28,00:34,01:38,148
3,南充,01:24,01:28,02:28,215
4,营山,02:04,02:13,03:04,273
5,达州,03:19,03:30,04:10,374
6,万源,05:03,05:05,05:43,499
7,安康,06:30,06:47,07:08,650
8,旬阳,07:27,07:29,07:48,694
9,十堰,09:35,09:38,09:54,852
10,襄州,11:36,12:00,11:52,-
11,随州,13:13,13:17,13:05,1313
12,武昌,15:06,15:36,14:54,1352
13,黄石,16:57,17:00,16:15,1457
14,南昌,19:19,19:41,18:34,1707
15,吉安,21:53,21:57,20:46,1933
16,赣州,23:44,23:48,22:33,2119
17,龙川,02:37,02:43,25:22,2360
18,河源,03:33,03:37,26:12,2435
19,惠州,04:30,04:36,27:05,2515
20,东莞东,05:18,05:18,27:47,2569
