Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州,----,13:22,00:00,-
2,韶关东,15:34,15:40,02:12,221
3,郴州,17:14,17:18,03:46,374
4,衡阳,19:00,19:04,05:28,521
5,株洲,20:27,20:39,06:51,655
6,长沙,21:17,21:28,07:29,707
7,岳阳,22:45,22:49,08:46,854
8,武昌,01:16,01:33,11:13,1069
9,孝感,02:30,02:33,12:10,1159
10,信阳,04:04,04:07,13:41,1303
11,驻马店,04:58,05:01,14:32,1399
12,许昌,06:16,06:19,15:47,1519
13,郑州,07:09,07:30,16:37,1605
14,新乡,08:21,08:23,17:28,1685
15,邯郸,09:54,10:05,18:59,1852
16,邢台,10:33,10:35,19:27,1904
17,石家庄,11:57,12:03,20:49,2013
18,保定,13:16,13:22,22:02,2148
19,白洋淀,13:49,13:51,22:29,2195
20,霸州,14:20,14:52,22:58,2245
21,天津,16:27,16:37,24:33,2347
22,唐山,18:03,18:08,25:59,2544
23,山海关,20:34,20:40,28:25,2633
24,绥中,21:25,21:28,29:10,2693
25,兴城,21:59,22:02,29:41,2741
26,葫芦岛,22:20,22:23,29:59,2762
27,锦州,23:05,23:19,30:41,2812
28,沟帮子,00:04,00:07,31:26,2876
29,盘锦,00:29,00:36,31:48,2907
30,大石桥,02:37,02:44,33:49,3016
31,熊岳城,03:20,03:23,34:25,3225
32,瓦房店,04:14,04:18,35:16,3299
33,普兰店,04:39,04:43,35:37,3326
34,金州,05:14,05:34,36:08,3371
35,大连,06:07,06:07,36:41,3256
