Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,14:05,00:00,-
2,道滘,14:08,14:10,00:03,-
3,西平西,14:16,14:17,00:09,-
4,东城南,14:20,14:22,00:12,-
5,寮步,14:27,14:29,00:17,-
6,松山湖北,14:33,14:35,00:21,-
7,大朗镇,14:39,14:40,00:25,-
8,常平南,14:45,14:46,00:30,-
9,常平东,14:50,14:52,00:34,-
10,樟木头东,14:57,14:58,00:39,-
11,银瓶,15:01,15:03,00:42,-
12,沥林北,15:08,15:10,00:47,-
13,仲恺,15:16,15:18,00:53,-
14,惠环,15:22,15:23,00:57,-
15,龙丰,15:27,15:29,01:01,-
16,西湖东,15:32,15:33,01:04,-
17,云山,15:37,15:38,01:08,-
18,小金口,15:45,15:45,01:15,-
