Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,13:05,00:00,-
2,道滘,13:08,13:10,00:03,-
3,西平西,13:16,13:17,00:09,-
4,东城南,13:20,13:22,00:12,-
5,寮步,13:27,13:29,00:17,-
6,松山湖北,13:33,13:35,00:21,-
7,大朗镇,13:39,13:40,00:25,-
8,常平南,13:45,13:46,00:30,-
9,常平东,13:50,13:52,00:34,-
10,樟木头东,13:57,13:58,00:39,-
11,银瓶,14:01,14:03,00:42,-
12,沥林北,14:08,14:10,00:47,-
13,仲恺,14:16,14:18,00:53,-
14,惠环,14:22,14:23,00:57,-
15,龙丰,14:27,14:29,01:01,-
16,西湖东,14:32,14:33,01:04,-
17,云山,14:37,14:38,01:08,-
18,小金口,14:45,14:45,01:15,-
