Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,07:05,00:00,-
2,云山,07:10,07:12,00:05,5
3,西湖东,07:15,07:17,00:08,10
4,龙丰,07:20,07:21,00:11,15
5,惠环,07:25,07:27,00:15,20
6,仲恺,07:31,07:32,00:19,25
7,沥林北,07:39,07:41,00:26,30
8,银瓶,07:46,07:47,00:31,35
9,樟木头东,07:51,07:52,00:35,40
10,常平东,07:57,07:59,00:40,45
11,常平南,08:03,08:04,00:44,57
12,大朗镇,08:08,08:10,00:48,63
13,松山湖北,08:14,08:15,00:52,69
14,寮步,08:20,08:21,00:57,75
15,东城南,08:27,08:28,01:03,84
16,西平西,08:31,08:33,01:06,87
17,道滘,08:39,08:42,01:12,97
18,东莞西,08:46,08:46,01:16,-
