Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,三亚,----,16:25,00:00,-
2,陵水,16:46,16:47,00:21,906
3,万宁,17:04,17:05,00:38,857
4,琼海,17:22,17:23,00:55,803
5,文昌,17:40,17:41,01:12,753
6,美兰,17:58,18:00,01:29,702
7,海口东,18:09,18:12,01:38,688
8,老城镇,18:37,18:39,02:03,1465
9,福山镇,18:49,18:50,02:13,369
10,临高南,19:00,19:02,02:23,364
11,银滩,19:15,19:16,02:36,359
12,白马井,19:29,19:30,02:49,1817
13,棋子湾,19:52,19:53,03:11,1822
14,东方,20:06,20:08,03:24,344
15,金月湾,20:23,20:24,03:39,1495
16,尖峰,20:34,20:35,03:49,1837
17,黄流,20:43,20:44,03:57,334
18,乐东,20:53,20:54,04:06,329
19,崖州,21:06,21:08,04:18,324
20,凤凰机场,21:21,21:22,04:31,1515
21,三 亚,21:32,21:32,04:41,1174
