Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,15:55,00:00,-
2,道滘,15:58,16:00,00:03,-
3,西平西,16:06,16:07,00:09,-
4,东城南,16:10,16:12,00:12,-
5,寮步,16:17,16:19,00:17,-
6,松山湖北,16:23,16:25,00:21,-
7,大朗镇,16:29,16:30,00:25,-
8,常平南,16:35,16:36,00:30,-
9,常平东,16:40,16:42,00:34,-
10,樟木头东,16:47,16:48,00:39,-
11,银瓶,16:51,16:53,00:42,-
12,沥林北,16:58,17:00,00:47,-
13,仲恺,17:06,17:08,00:53,-
14,惠环,17:12,17:13,00:57,-
15,龙丰,17:17,17:19,01:01,-
16,西湖东,17:22,17:24,01:04,-
17,云山,17:27,17:29,01:07,-
18,小金口,17:35,17:35,01:13,-
