Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,17:10,00:00,-
2,云山,17:15,17:17,00:05,5
3,西湖东,17:20,17:22,00:08,10
4,龙丰,17:25,17:26,00:11,15
5,惠环,17:30,17:32,00:15,20
6,仲恺,17:36,17:37,00:19,25
7,沥林北,17:44,17:46,00:26,30
8,银瓶,17:51,17:52,00:31,35
9,樟木头东,17:56,17:57,00:35,40
10,常平东,18:02,18:04,00:40,45
11,常平南,18:08,18:09,00:44,57
12,大朗镇,18:13,18:15,00:48,63
13,松山湖北,18:19,18:20,00:52,69
14,寮步,18:25,18:26,00:57,75
15,东城南,18:32,18:33,01:03,84
16,西平西,18:36,18:38,01:06,87
17,道滘,18:44,18:46,01:12,97
18,东莞西,18:50,18:50,01:16,-
