Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞西,----,09:05,00:00,-
2,道滘,09:08,09:10,00:03,-
3,西平西,09:16,09:17,00:09,-
4,东城南,09:20,09:22,00:12,-
5,寮步,09:27,09:29,00:17,-
6,松山湖北,09:33,09:35,00:21,-
7,大朗镇,09:39,09:40,00:25,-
8,常平南,09:45,09:46,00:30,-
9,常平东,09:50,09:52,00:34,-
10,樟木头东,09:57,09:58,00:39,-
11,银瓶,10:01,10:03,00:42,-
12,沥林北,10:08,10:10,00:47,-
13,仲恺,10:16,10:18,00:53,-
14,惠环,10:22,10:23,00:57,-
15,龙丰,10:27,10:29,01:01,-
16,西湖东,10:32,10:33,01:04,-
17,云山,10:37,10:38,01:08,-
18,小金口,10:45,10:45,01:15,-
