Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,19:09,00:00,-
2,云山,19:14,19:17,00:05,5
3,西湖东,19:20,19:22,00:08,10
4,龙丰,19:25,19:27,00:11,15
5,惠环,19:31,19:32,00:15,20
6,仲恺,19:36,19:38,00:19,25
7,沥林北,19:45,19:46,00:26,30
8,银瓶,19:51,19:53,00:31,35
9,樟木头东,19:56,19:58,00:34,40
10,常平东,20:03,20:04,00:39,45
11,常平南,20:08,20:10,00:43,57
12,大朗镇,20:14,20:15,00:47,63
13,松山湖北,20:19,20:21,00:51,69
14,寮步,20:25,20:27,00:55,75
15,东城南,20:32,20:34,01:00,84
16,西平西,20:37,20:38,01:03,87
17,道滘,20:45,20:46,01:10,97
18,东莞西,20:50,20:50,01:14,-
