Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,----,12:08,00:00,-
2,贵港,14:15,14:20,02:07,346
3,玉林,15:16,15:36,03:03,263
4,梧州,17:25,17:33,04:52,338
5,贺州,18:59,19:07,06:18,473
6,江华,20:14,20:18,07:25,569
7,道州,20:48,20:53,07:55,613
8,永州,22:05,22:21,09:07,514
9,衡阳,23:41,23:50,10:27,965
10,长沙,01:46,01:54,12:23,846
11,武昌,05:28,05:50,15:57,1513
12,许昌,10:10,10:27,20:17,1963
13,郑州,11:17,11:25,21:07,2049
14,邯郸,13:39,13:41,23:21,2085
15,石家庄,15:11,15:17,24:51,2457
16,保定,16:30,16:34,26:04,2592
17,北京西,18:10,18:10,27:40,2738
