Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都,08:40,08:40,00:00,-
2,德阳,09:27,09:31,00:47,61
3,绵阳,10:13,10:17,01:29,115
4,江油,10:54,10:58,02:06,157
5,广元,13:43,13:53,04:51,319
6,略阳,16:18,16:21,07:16,454
7,徽县,17:26,17:28,08:21,518
8,两当,17:46,17:49,08:39,534
9,凤县,18:17,18:19,09:07,561
10,宝鸡,20:29,20:48,11:17,669
11,西安,22:27,22:47,12:56,842
12,延安,01:51,01:54,16:00,1168
13,太原,07:21,07:27,21:27,1609
14,阳泉北,08:19,08:32,22:19,1726
15,石家庄北,09:29,09:39,23:16,1834
16,保定,10:54,10:57,24:31,2002
17,北京西,12:31,12:31,26:05,2210
