Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,小金口,----,09:55,00:00,-
2,云山,10:00,10:02,00:05,5
3,西湖东,10:05,10:07,00:08,10
4,龙丰,10:10,10:11,00:11,15
5,惠环,10:15,10:17,00:15,20
6,仲恺,10:21,10:22,00:19,25
7,沥林北,10:29,10:31,00:26,30
8,银瓶,10:36,10:37,00:31,35
9,樟木头东,10:41,10:42,00:35,40
10,常平东,10:47,10:49,00:40,45
11,常平南,10:53,10:54,00:44,57
12,大朗镇,10:58,11:00,00:48,63
13,松山湖北,11:04,11:05,00:52,69
14,寮步,11:10,11:11,00:57,75
15,东城南,11:17,11:18,01:03,84
16,西平西,11:21,11:23,01:06,87
17,道滘,11:29,11:31,01:12,97
18,东莞西,11:35,11:35,01:16,-
