Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆山,11:15,11:15,00:00,-
2,苏州,11:36,11:42,00:21,35
3,无锡,12:07,12:10,00:46,77
4,常州,12:33,12:36,01:09,116
5,南京,13:57,14:09,02:30,252
6,马鞍山,15:27,15:32,03:48,-
7,芜湖,16:19,16:46,04:35,-
8,巢湖,17:28,17:32,05:17,-
9,合肥,18:21,18:42,06:06,-
10,固始,20:37,20:40,08:01,-
11,商城,20:56,20:59,08:17,-
12,潢川,21:25,21:28,08:43,-
13,信阳,22:40,22:56,09:55,-
14,襄阳,01:54,02:34,12:53,-
15,安康,07:01,07:10,17:20,-
16,宣汉,09:59,10:01,20:09,-
17,达州,10:52,11:04,21:00,-
18,渠县,11:57,12:02,21:53,-
19,广安,12:32,12:37,22:23,-
20,重庆西,14:11,14:11,23:57,-
